u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.450681507587432,18.8051719665527,19.086669921875,-0.350054591894149,18.2932186126709,0.00286556780338287,0.00441913679242134,0.000328102178173139,24.554214477539,18.3165473937988,19.8506908416748,0.187100797891616,17
-0.325736999511718,18.8185710906982,19.0923900604248,-0.305803000926971,18.294807434082,0.000256781670032069,0.000605872366577386,-0.000785352662205696,24.5380783081054,18.3149547576904,19.8506717681884,0.245417490601539,17
-0.440864026546478,18.8287696838378,19.0893802642822,-0.372502624988555,18.2940940856933,0.00235497136600315,0.00128958711866289,0.000386468193028122,24.544692993164,18.3263072967529,19.8506565093994,0.176615342497825,17
-0.327025681734085,18.8355674743652,19.0830307006835,-0.316198706626892,18.2925415039062,0.00610466580837965,2.56E-05,0.00204566097818315,24.5540180206298,18.3308334350585,19.8506469726562,0.238302707672119,17
-0.471150130033493,18.8570327758789,19.0825252532959,-0.332272142171859,18.2914276123046,0.00313282292336225,-0.0643167793750763,0.0371837764978408,24.5653972625732,18.3266620635986,19.8506393432617,0.208196654915809,17
-0.538972616195678,18.9015483856201,19.0771083831787,0.00914747267961502,18.2906284332275,0.00963612366467714,-0.613635241985321,0.336747348308563,24.5736007690429,18.3238620758056,19.8506336212158,0.476217836141586,17
-0.653148472309112,18.9417114257812,19.0745830535888,0.238889694213867,18.2925243377685,0.00133701239246875,-1.00564730167388,0.554211258888244,24.5765781402587,18.3219356536865,19.8506298065185,0.670015335083007,17
-0.758391559123992,18.9608612060546,19.082498550415,0.395099252462387,18.2940406799316,0.00142195750959217,-1.28838372230529,0.706369996070861,24.5749492645263,18.314655303955,19.8506278991699,0.752035498619079,17
-0.727128446102142,18.9735450744628,19.0855331420898,0.546622514724731,18.2919635772705,0.000576552585698664,-1.49053049087524,0.817339479923248,24.5670795440673,18.3069248199462,19.8506259918212,0.910541415214538,17
-0.874307453632354,18.9878120422363,19.0760250091552,0.578943967819213,18.2872333526611,-0.00124787958338856,-1.63446354866027,0.89801287651062,24.5532417297363,18.3017330169677,19.8506240844726,0.924009799957275,17
-0.766983985900878,18.998701095581,19.0780544281005,0.689281404018402,18.2865028381347,0.00185267522465437,-1.73920786380767,0.952029526233673,24.5342292785644,18.3054161071777,19.850622177124,1.03353810310363,17
-0.891274869441986,19.0043029785156,19.0831623077392,0.68049931526184,18.2892990112304,-0.00414246134459972,-1.81212568283081,0.995459973812103,24.5189208984375,18.3035926818847,19.8769588470459,1.03178453445434,17
-0.843743920326232,18.9900608062744,19.0895748138427,0.732882916927337,18.2870635986328,0.00336326728574931,-1.86698985099792,1.02293062210083,24.5083770751953,18.3122215270996,19.9029655456542,1.08085441589355,17
-0.808621644973754,18.9654350280761,19.1019134521484,0.810526609420776,18.2845306396484,-0.00356532516889274,-1.90373051166534,1.04555320739746,24.5016765594482,18.3137969970703,19.8519630432128,1.11540412902832,17
-0.886074423789978,18.9291057586669,19.101842880249,0.796229839324951,18.2849922180175,-0.000580390216782689,-1.93122780323028,1.05921947956085,24.4767131805419,18.3199615478515,19.8522281646728,1.08907926082611,17
-0.826320052146911,18.8804721832275,19.0967388153076,0.843889653682708,18.285400390625,0.000280461536021903,-1.94955265522003,1.07179296016693,24.4596920013427,18.3325653076171,19.8519630432128,1.15120267868042,17
-0.945092260837554,18.8395175933837,19.0927371978759,0.80104911327362,18.2853469848632,-0.00145186553709208,-1.9655350446701,1.07693982124328,24.4581451416015,18.3305740356445,19.9239158630371,1.0966111421585,17
-0.842017173767089,18.8072853088378,19.0923385620117,0.851180732250213,18.2853069305419,-0.00153862091246992,-1.97430801391601,1.08458364009857,24.4674186706542,18.3225364685058,19.9031391143798,1.16332280635833,17
-0.961187124252319,18.7790718078613,19.0918579101562,0.808190762996673,18.2852802276611,-0.00326309283263981,-1.98145294189453,1.08836078643798,24.4780006408691,18.3173961639404,19.8882503509521,1.12182056903839,17
-0.91281658411026,18.7737312316894,19.0941429138183,0.833553671836853,18.2840270996093,0.000786952732596546,-1.98819518089294,1.08774268627166,24.4832935333251,18.3109760284423,19.8775844573974,1.11481130123138,17
-0.916470885276794,18.8009452819824,19.102876663208,0.827922523021698,18.2842826843261,-0.00127908447757363,-1.99088644981384,1.09275424480438,24.5084781646728,18.3089542388916,19.8699398040771,1.12090516090393,17
-0.945531785488128,18.8354701995849,19.1078968048095,0.811725199222564,18.2842769622802,0.00144672393798828,-1.99465751647949,1.09175992012023,24.5309371948242,18.3062400817871,19.8644638061523,1.11026060581207,17
-0.864643573760986,18.8471145629882,19.1029262542724,0.844667553901672,18.2848091125488,0.00265090190805494,-1.99502420425415,1.09599697589874,24.538719177246,18.3022079467773,19.8605403900146,1.17217373847961,17
-0.974432528018951,18.8568687438964,19.099063873291,0.80317085981369,18.285888671875,0.000162570097018033,-1.99770259857177,1.0933825969696,24.5302562713623,18.3011684417724,19.8577270507812,1.11577534675598,17
-0.42177414894104,18.8852500915527,19.09810256958,0.665909528732299,18.2885112762451,4.78829336166381,-2.0997200012207,2.06277394294738,24.523567199707,18.3008518218994,19.855712890625,0.638446748256683,17
5.69266605377197,18.9361248016357,19.0902004241943,-1.20516037940979,18.292667388916,117.777488708496,-3.1912145614624,11.2967281341552,24.5255794525146,18.3039779663085,19.8542690277099,2.6897075176239,17
16.2764854431152,18.9676494598388,19.0824928283691,-6.80525636672973,18.2932567596435,333.672149658203,-6.21300411224365,26.6705055236816,24.4876289367675,18.3212585449218,19.8532352447509,10.8585624694824,17
30.2929306030273,18.9746532440185,19.0823783874511,-14.6665229797363,18.2919406890869,630.395324707031,-8.84118461608886,39.1791305541992,24.4620265960693,18.3304576873779,19.8524932861328,18.124547958374,17
46.8207817077636,18.9849262237548,19.0890045166015,-23.7470874786376,18.2891464233398,984.875854492187,-10.7247505187988,48.1426124572753,24.4409980773925,18.3231163024902,19.8519630432128,23.2641658782959,17
65.2615737915039,18.9944953918457,19.0778045654296,-33.4334259033203,18.2861003875732,1380.68493652343,-11.984372138977,54.3949928283691,24.4357395172119,18.3170375823974,19.8515815734863,26.6445541381835,17
84.1160659790039,18.9946117401123,19.0585308074951,-36.399917602539,18.2839183807373,1806.12451171875,-13.8594741821289,51.282241821289,24.4307765960693,18.3141498565673,19.8513088226318,23.393009185791,17
91.3332748413086,18.9948139190673,19.0493412017822,-46.9629898071289,18.2805042266845,2252.7548828125,-32.1719818115234,54.0188751220703,24.3654708862304,18.3129692077636,19.8511142730712,26.7597541809082,17
94.8302612304687,18.9759368896484,19.0524196624755,-56.5373764038085,18.2770156860351,2714.52392578125,-52.6334724426269,55.1797866821289,24.2858982086181,18.3159008026123,19.850975036621,29.1043472290039,17
95.6865310668945,18.9411067962646,19.0819377899169,-65.2802429199218,18.2763652801513,3187.17358398437,-73.0069198608398,55.3083267211914,24.2647361755371,18.3141899108886,19.8508739471435,30.668809890747,17
94.4420928955078,18.9101200103759,19.0802917480468,-72.8537521362304,18.2775592803955,3662.76733398437,-92.4596557617187,54.7163352966308,24.3729705810546,18.3079833984375,19.8508014678955,32.5695648193359,17
93.5652236938476,18.8745155334472,19.0531787872314,-78.1606216430664,18.2855491638183,4041.96704101562,-107.046577453613,54.1311454772949,24.4583206176757,18.3185310363769,19.8507499694824,37.0131645202636,17
92.9879531860351,18.8469734191894,19.063886642456,-82.0872268676757,18.3222427368164,4313.6005859375,-117.414024353027,53.7848854064941,24.3884887695312,18.3351306915283,19.8507137298584,40.2869529724121,17
92.5469131469726,18.8238983154296,19.1517848968505,-84.7821655273437,18.3521156311035,4508.1884765625,-124.772254943847,53.489444732666,24.4050559997558,18.3550453186035,19.8506870269775,42.57666015625,17
92.4038543701171,18.7988014221191,19.2687892913818,-86.7397842407226,18.3545761108398,4647.59716796875,-130.019500732421,53.2980575561523,24.3510608673095,18.3682842254638,19.8506679534912,44.2404022216796,17
92.2059097290039,18.7858810424804,19.3284664154052,-88.0908279418945,18.3641872406005,4747.486328125,-133.854202270507,53.1298828125,24.3199195861816,18.3771057128906,19.8506546020507,45.4703330993652,17
92.0967330932617,18.7939987182617,19.3658370971679,-89.0704040527343,18.3547458648681,4819.05224609375,-136.546630859375,53.0178604125976,24.3726787567138,18.4039421081542,19.8506450653076,46.2697868347168,17
92.0114822387695,18.8182945251464,19.4084453582763,-89.8760223388671,18.3396224975585,4870.3310546875,-138.456192016601,52.977725982666,24.4568538665771,18.4284019470214,19.850637435913,46.8915061950683,17
91.9766693115234,18.8277320861816,19.4998378753662,-90.3504867553711,18.3683109283447,4907.0751953125,-139.764923095703,52.9099769592285,24.4943504333496,18.4421806335449,19.8506336212158,47.2939109802246,17
