Date,Open,High,Low,Close,Adj Close,Volume
2022-11-07,109.350143,112.997116,107.959053,111.484314,111.484314,0
2022-11-14,110.963440,112.645363,110.469856,111.330902,111.330902,0
2022-11-21,111.720657,113.328918,110.493225,112.678001,112.678001,0
2022-11-28,112.646278,115.211884,112.431236,114.812195,114.812195,0
2022-12-05,114.563133,115.000496,112.921112,114.098160,114.098160,0
2022-12-12,113.865059,115.720070,113.334854,114.238892,114.238892,0
2022-12-19,114.569786,118.891197,113.245567,117.149200,117.149200,0
2022-12-26,117.408661,118.682076,116.582954,118.259888,118.259888,0
2023-01-02,118.772209,120.340202,116.295227,118.122421,118.122421,0
2023-01-09,118.363991,119.871773,115.987381,118.214737,118.214737,0
2023-01-16,118.144249,118.517273,114.782440,116.184746,116.184746,0
2023-01-23,116.436134,116.666023,113.938354,115.290070,115.290070,0
2023-01-30,115.191902,116.239586,113.905975,114.943398,114.943398,0
2023-02-06,112.684372,116.508575,112.684372,115.553749,115.553749,0
2023-02-13,115.383888,115.651886,112.556931,112.953018,112.953018,0
2023-02-20,112.830055,113.241798,111.800697,111.806824,111.806824,0
2023-02-27,111.711014,112.688721,111.361732,112.257591,112.257591,0
2023-03-06,112.520508,115.029617,111.927322,114.576546,114.576546,0
2023-03-13,114.802910,117.195313,113.859245,116.534599,116.534599,0
2023-03-20,115.799133,117.715942,114.692520,115.992355,115.992355,0
2023-03-27,115.791367,116.201576,111.171051,112.761070,112.761070,0
2023-04-03,112.658691,114.361725,111.808846,113.402138,113.402138,0
2023-04-10,112.668175,112.980026,110.289383,111.104820,111.104820,0
2023-04-17,109.744255,111.984894,109.744255,111.536896,111.536896,0
2023-04-24,110.792526,111.864822,107.273293,109.741379,109.741379,0
2023-05-01,107.489365,110.080215,106.518608,109.543312,109.543312,0
2023-05-08,108.544510,110.104034,108.483261,109.814575,109.814575,0
2023-05-15,108.514122,109.233727,107.333488,107.596924,107.596924,0
2023-05-22,108.240669,108.415459,106.428581,106.914444,106.914444,0
2023-05-29,106.098457,107.706573,106.098457,107.439384,107.439384,0
2023-06-05,106.933975,106.943764,97.675339,106.839500,106.839500,0
2023-06-12,106.504585,106.895683,105.268356,106.203079,106.203079,0
2023-06-19,105.254250,106.344078,104.137329,104.410622,104.410622,0
2023-06-26,104.550499,105.268417,103.632950,104.040337,104.040337,0
2023-07-03,103.852005,106.798027,103.681076,105.490952,105.490952,0
2023-07-10,106.196800,108.778397,104.283035,108.303848,108.303848,0
2023-07-17,107.871574,108.800941,105.858009,107.611404,107.611404,0
2023-07-24,106.000557,109.245422,105.892410,108.747726,108.747726,0
2023-07-31,107.132462,107.335999,105.493217,106.317627,106.317627,0
2023-08-07,107.006630,107.135078,104.934410,105.334732,105.334732,0
2023-08-14,105.685501,105.871384,104.095001,105.500961,105.500961,0
2023-08-21,105.209518,105.751549,104.341751,104.457199,104.457199,0
2023-08-28,104.338211,105.325317,101.816124,104.704880,104.704880,0
2023-09-04,104.245651,104.607948,103.441742,104.117325,104.117325,0
2023-09-11,104.264725,105.148483,103.766792,104.391991,104.391991,0
2023-09-18,103.819313,104.526176,103.292023,104.303391,104.303391,0
2023-09-25,103.539810,104.502014,103.224380,103.613831,103.613831,0
2023-10-02,103.328339,105.234451,101.189995,105.276276,105.276276,0
2023-10-09,104.628937,105.929657,104.380028,105.073769,105.073769,0
2023-10-16,104.887054,106.003883,104.725586,105.842148,105.842148,0
2023-10-23,105.884789,106.539085,105.497597,105.883446,105.883446,0
2023-10-30,106.389511,106.633163,103.977097,105.240425,105.240425,0
2023-11-06,104.209305,104.436409,103.093903,103.823242,103.823242,0
2023-11-10,103.370003,103.720001,103.370003,103.519997,103.519997,0
