Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,6351.329102,6457.734863,6302.395996,6448.155762,6448.155762,455942400
2019-01-21,6448.536133,6498.333984,6416.592773,6482.842773,6482.842773,524440100
2019-01-28,6488.901855,6581.731934,6428.470215,6538.638184,6538.638184,440511400
2019-02-04,6540.773926,6563.981934,6479.049805,6521.663086,6521.663086,407533500
2019-02-11,6523.702148,6535.178223,6374.898926,6389.084961,6389.084961,551162600
2019-02-18,6428.275879,6552.151855,6425.916992,6501.377930,6501.377930,510344500
2019-02-25,6522.310059,6540.950195,6433.244141,6499.883789,6499.883789,475526000
2019-03-04,6508.264160,6537.230957,6381.730957,6383.067871,6383.067871,354888900
2019-03-11,6418.882813,6489.194824,6337.874023,6461.183105,6461.183105,501491600
2019-03-18,6481.592773,6525.273926,6463.943848,6525.273926,6525.273926,575807000
2019-03-25,6473.855957,6485.958984,6391.519043,6468.754883,6468.754883,477101200
2019-04-01,6485.721191,6506.800781,6444.844238,6474.018066,6474.018066,410867000
2019-04-08,6480.184082,6487.755859,6390.709961,6405.866211,6405.866211,507946400
2019-04-15,6426.904785,6636.332031,6415.115234,6507.221191,6507.221191,316174400
2019-04-22,6511.085938,6516.242188,6321.660156,6401.080078,6401.080078,477436600
2019-04-29,6388.381836,6465.772949,6261.250000,6319.458984,6319.458984,380671000
2019-05-06,6254.811035,6310.939941,6149.220215,6209.118164,6209.118164,444057100
2019-05-13,6225.395020,6238.262207,5826.868164,5826.868164,5826.868164,445120700
2019-05-20,5822.474121,6080.191895,5767.400879,6057.353027,6057.353027,426054700
2019-05-27,6056.414063,6209.117188,6033.142090,6209.117188,6209.117188,360733300
2019-06-03,null,null,null,null,null,null
2019-06-10,6277.292969,6334.645020,6234.985840,6250.265137,6250.265137,453242000
2019-06-17,6259.535156,6357.459961,6190.524902,6315.436035,6315.436035,498781300
2019-06-24,6307.926758,6377.350098,6280.222168,6358.628906,6358.628906,541228400
2019-07-01,6381.181152,6395.625977,6334.748047,6373.477051,6373.477051,643576900
2019-07-08,6360.213867,6434.908203,6324.721191,6373.345215,6373.345215,599868300
2019-07-15,6408.308105,6456.539063,6375.617188,6456.539063,6456.539063,681242400
2019-07-22,6461.411133,6468.247070,6314.410156,6325.236816,6325.236816,651236800
2019-07-29,6336.845215,6404.581055,6283.602051,6340.180176,6340.180176,569664300
2019-08-05,6311.164063,6319.439941,6022.599121,6282.131836,6282.131836,562999400
2019-08-12,6300.672852,6309.102051,6161.665039,6286.657227,6286.657227,562376300
2019-08-19,6310.632813,6329.738770,6204.187988,6255.597168,6255.597168,527028000
2019-08-26,6193.230957,6329.883789,6149.020020,6328.470215,6328.470215,590214000
2019-09-02,6331.147949,6338.112793,6239.000977,6308.950195,6308.950195,585814100
