Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,129.070007,130.800003,126.680000,126.690002,126.690002,0
2018-11-19,126.860001,130.199997,126.580002,126.970001,126.970001,0
2018-11-26,127.089996,127.779999,124.220001,124.860001,124.860001,0
2018-12-03,124.260002,128.960007,123.410004,128.419998,128.419998,0
2018-12-10,128.460007,128.869995,125.940002,128.440002,128.440002,0
2018-12-17,128.539993,131.220001,126.209999,131.089996,131.089996,0
2018-12-24,131.210007,132.020004,128.729996,132.020004,132.020004,0
2018-12-31,131.889999,134.800003,128.300003,131.550003,131.550003,0
2019-01-07,131.429993,131.449997,127.330002,129.970001,129.970001,0
2019-01-14,130.179993,130.960007,127.519997,128.919998,128.919998,0
2019-01-21,129.100006,130.000000,126.110001,126.110001,126.110001,0
2019-01-28,126.169998,130.139999,125.839996,127.370003,127.370003,0
2019-02-04,127.400002,127.669998,124.849998,125.459999,125.459999,0
2019-02-11,125.480003,127.699997,124.610001,127.699997,127.699997,0
2019-02-18,127.629997,127.709999,124.529999,125.120003,125.120003,0
2019-02-25,125.070000,126.660004,124.250000,125.970001,125.970001,0
2019-03-04,126.000000,127.910004,124.269997,126.510002,126.510002,0
2019-03-11,126.790001,128.160004,125.559998,127.650002,127.650002,0
2019-03-18,127.800003,128.350006,125.320000,126.769997,126.769997,0
2019-03-25,126.849998,128.820007,126.400002,128.199997,128.199997,0
2019-04-01,126.519997,128.050003,124.559998,126.160004,126.160004,0
2019-04-08,126.339996,127.580002,123.900002,123.900002,123.900002,0
2019-04-15,124.089996,126.489998,123.620003,123.720001,123.720001,0
2019-04-22,123.750000,127.029999,123.599998,125.010002,125.010002,0
2019-04-29,125.050003,127.889999,124.720001,127.790001,127.790001,0
2019-05-06,126.529999,130.630005,126.250000,130.179993,130.179993,0
2019-05-13,128.770004,131.960007,128.610001,131.139999,131.139999,0
2019-05-20,129.300003,131.869995,128.600006,129.570007,129.570007,0
2019-05-27,129.449997,132.229996,129.080002,132.229996,132.229996,0
2019-06-03,129.669998,132.259995,129.179993,131.789993,131.789993,0
2019-06-10,129.050003,132.320007,128.919998,130.380005,130.380005,0
2019-06-17,130.619995,132.699997,129.309998,131.589996,131.589996,0
2019-06-24,129.149994,131.600006,128.910004,130.589996,130.589996,0
2019-07-01,130.339996,130.880005,128.190002,129.630005,129.630005,0
2019-07-08,129.660004,130.449997,127.400002,129.550003,129.550003,0
2019-07-15,127.839996,129.919998,126.809998,127.510002,127.510002,0
2019-07-22,127.580002,129.270004,126.400002,128.479996,128.479996,0
2019-07-29,127.029999,132.729996,126.610001,132.729996,132.729996,0
2019-08-05,133.009995,134.580002,130.820007,131.100006,131.100006,0
2019-08-12,132.669998,134.229996,131.520004,131.669998,131.669998,0
2019-08-19,131.639999,132.419998,130.669998,130.669998,130.669998,0
2019-08-26,132.500000,134.889999,131.350006,133.169998,133.169998,0
2019-09-02,133.610001,134.289993,128.679993,128.679993,128.679993,0
2019-09-09,129.949997,130.649994,126.620003,128.169998,128.169998,0
2019-09-16,129.399994,130.889999,127.690002,130.580002,130.580002,0
2019-09-23,128.919998,131.759995,128.559998,129.259995,129.259995,0
2019-09-30,129.220001,132.820007,129.190002,130.320007,130.320007,0
2019-10-07,130.500000,132.570007,128.020004,130.304977,130.304977,0
2019-10-14,128.405151,130.382431,126.842278,130.382431,130.382431,0
2019-10-21,130.475235,130.488174,126.497429,129.079681,129.079681,0
2019-10-28,128.955170,129.889008,126.441650,127.688347,127.688347,0
2019-11-04,127.676826,128.699478,126.089310,128.271439,128.271439,0
2019-11-11,128.282974,129.756500,126.585670,127.249611,127.249611,0
2019-11-18,127.289803,129.994156,126.743431,129.648972,129.648972,0
2019-11-25,129.526184,129.578079,126.572578,126.634216,126.634216,0
2019-12-02,126.615089,130.027512,126.357002,129.119537,129.119537,0
2019-12-09,129.101822,129.209396,125.417229,127.757202,127.757202,0
2019-12-16,127.649780,128.284454,125.540718,127.545700,127.545700,0
2019-12-23,127.469116,127.681519,124.721718,127.491730,127.491730,0
2019-12-30,127.391190,129.188568,125.096733,128.908066,128.908066,0
2020-01-06,129.056885,129.056885,123.436798,123.543327,123.543327,0
2020-01-13,123.470757,124.397301,121.905388,122.164124,122.164124,0
2020-01-20,122.074402,125.481354,121.720100,125.481354,125.481354,0
2020-01-27,126.010109,126.010109,121.164711,125.772659,125.772659,0
2020-02-03,125.848183,125.870171,121.981781,124.594261,124.594261,0
2020-02-10,124.724541,124.989563,122.056168,124.653000,124.653000,0
2020-02-17,124.516296,124.603203,120.088219,123.417000,123.417000,0
2020-02-24,123.553078,131.236603,121.202148,129.268280,129.268280,0
2020-03-02,129.462128,133.839996,13.276604,133.839996,133.839996,0
2020-03-09,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-03-16,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-03-23,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-03-30,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-04-06,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-04-13,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-04-20,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-04-27,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-05-04,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-05-11,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-05-18,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-05-25,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-06-01,133.061371,133.061371,133.061371,133.839996,133.839996,0
2020-06-08,133.061371,133.061371,130.801071,130.801071,130.801071,0
2020-06-15,130.872925,132.115646,128.147156,131.492279,131.492279,0
2020-06-22,131.551956,132.595581,129.486465,131.936066,131.936066,0
2020-06-29,131.844025,133.191605,129.719696,132.937057,132.937057,0
2020-07-06,132.821182,134.367447,131.416840,133.108536,133.108536,0
2020-07-13,132.918854,136.711487,131.934555,136.711487,136.711487,0
2020-07-20,136.493134,137.355515,134.166946,136.841003,136.841003,0
2020-07-27,137.091125,138.597183,134.923599,137.788864,137.788864,0
2020-08-03,137.818237,138.721832,135.273987,136.624573,136.624573,0
2020-08-10,136.794785,138.078247,135.525955,136.596634,136.596634,0
2020-08-17,136.526535,138.939056,136.368881,137.851196,137.851196,0
2020-08-24,137.722305,137.963074,134.718643,136.963028,136.963028,0
2020-08-31,136.593826,138.813446,134.916931,138.813446,138.813446,0
2020-09-07,138.781250,140.117737,136.476593,139.901413,139.901413,0
